Price,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Price_per_sqm,Coordenadas,Tipo_Escola_Mais_Proxima,Distancia_Escola_Mais_Proxima
175000,55,2,2,1,1,0,0,0,0,Jardim Helena,sale,3181.818181818182,"(-23.541105, -46.429125)",Privada,0.12170091774829209
250000,52,2,2,1,1,0,0,0,0,Jardim Helena,sale,4807.692307692308,"(-23.534558, -46.429205)",Privada,0.34602283414884305
175000,37,2,2,1,1,0,0,0,0,Jardim Helena,sale,4729.72972972973,"(-23.540542, -46.429502)",Privada,0.05497900848663564
159000,36,2,2,1,1,0,1,0,0,Jardim Helena,sale,4416.666666666667,"(-23.541637, -46.430378)",Privada,0.07851059540260577
203000,40,2,2,1,1,0,0,0,0,Jardim Helena,sale,5075.0,"(-23.536115, -46.427779)",Privada,0.2415111452080418
147974,38,2,1,0,1,1,0,0,1,Jardim Helena,sale,3894.0526315789475,"(-23.44016, -46.404408)",Pública,4.377533721100009
175000,37,2,2,1,1,0,0,0,0,Jardim Helena,sale,4729.72972972973,"(-23.540541, -46.429503)",Privada,0.054886291850939226
120000,45,2,2,1,1,0,0,0,0,Jardim Helena,sale,2666.6666666666665,"(-23.484234, -46.418785)",Pública,0.21114000162133162
199000,44,2,2,1,1,0,0,1,0,Jardim Helena,sale,4522.727272727273,"(-23.537566, -46.427028)",Privada,0.2528253903906214
203000,40,2,2,1,1,1,0,0,0,Jardim Helena,sale,5075.0,"(-23.534558, -46.429205)",Privada,0.34602283414884305
165000,36,2,2,1,1,0,0,0,0,Jardim Helena,sale,4583.333333333333,"(-23.484234, -46.418785)",Pública,0.21114000162133162
250000,90,2,2,1,1,0,0,0,0,Jardim Helena,sale,2777.777777777778,"(-23.534558, -46.429205)",Privada,0.34602283414884305
165000,36,2,2,1,1,0,0,0,0,Jardim Helena,sale,4583.333333333333,"(-23.484234, -46.418785)",Pública,0.21114000162133162
240000,48,2,2,1,1,0,1,0,0,Jardim Helena,sale,5000.0,"(-23.531018, -46.439344)",Privada,0.15427654818451172
212000,46,2,2,1,1,1,0,1,0,Jardim Helena,sale,4608.695652173913,"(-23.531018, -46.439344)",Privada,0.15427654818451172
276596,49,2,2,1,1,0,0,1,0,Jardim Helena,sale,5644.816326530612,"(-23.534558, -46.429205)",Privada,0.34602283414884305
152900,37,2,2,1,1,0,0,0,0,José Bonifácio,sale,4132.4324324324325,"(-23.563779, -46.426766)",Pública,0.3268867777791022
274999,65,3,2,1,1,1,0,1,0,José Bonifácio,sale,4230.753846153846,"(-23.52932, -46.455579)",Privada,0.13118059514933295
233999,55,2,2,1,1,1,0,1,0,José Bonifácio,sale,4254.527272727273,"(-23.52932, -46.455579)",Privada,0.13118059514933295
169900,37,2,2,1,1,1,0,0,0,José Bonifácio,sale,4591.891891891892,"(-23.563996, -46.426201)",Pública,0.2623289280817724
243999,57,2,2,1,1,1,0,1,0,José Bonifácio,sale,4280.684210526316,"(-23.52932, -46.455579)",Privada,0.13118059514933295
180000,51,3,2,1,1,0,0,0,0,José Bonifácio,sale,3529.4117647058824,"(-23.55144, -46.442855)",Pública,0.18769093406185838
169900,37,2,2,1,1,0,0,1,0,José Bonifácio,sale,4591.891891891892,"(-23.563996, -46.426201)",Pública,0.2623289280817724
166797,39,2,2,1,1,0,0,0,0,José Bonifácio,sale,4276.846153846154,"(-23.527272, -46.458054)",Privada,0.23162706869628538
175000,57,3,2,1,1,0,0,0,0,José Bonifácio,sale,3070.1754385964914,"(-23.563322, -46.369118)",Privada,2.4116981923381284
171000,50,2,2,1,1,0,0,0,0,José Bonifácio,sale,3420.0,"(-23.55405, -46.428543)",Pública,0.18303408264768772
235000,45,2,2,1,1,1,0,1,0,José Bonifácio,sale,5222.222222222223,"(-23.557751, -46.4426)",Pública,0.7975508173502783
186000,55,3,2,1,1,0,0,0,0,José Bonifácio,sale,3381.818181818182,"(-23.547014, -46.442737)",Privada,0.2002128188324181
180000,47,2,2,1,1,0,0,0,0,José Bonifácio,sale,3829.7872340425533,"(-23.545936, -46.434514)",Pública,0.2022180732226976
296800,45,2,2,1,1,1,0,1,0,José Bonifácio,sale,6595.555555555556,"(-23.557751, -46.4426)",Pública,0.7975508173502783
265000,45,2,2,1,1,1,0,1,0,José Bonifácio,sale,5888.888888888889,"(-23.563392, -46.445623)",Pública,0.8666538543924298
165000,56,2,2,1,1,0,0,0,0,José Bonifácio,sale,2946.4285714285716,"(-23.551559, -46.442557)",Pública,0.1658622051846574
265000,45,2,2,1,1,1,0,1,0,José Bonifácio,sale,5888.888888888889,"(-23.558061, -46.440062)",Pública,0.6195233643390768
742000,152,3,4,1,2,0,0,0,0,José Bonifácio,sale,4881.578947368421,"(-23.500442, -46.454774)",Privada,0.29409094378418704
419000,70,2,2,1,1,0,0,1,0,José Bonifácio,sale,5985.714285714285,"(-23.500442, -46.454774)",Privada,0.29409094378418704
185000,38,2,2,1,1,0,0,0,0,José Bonifácio,sale,4868.421052631579,"(-23.49976, -46.456263)",Privada,0.4230111370457475
260000,55,2,2,1,1,1,0,0,0,José Bonifácio,sale,4727.272727272727,"(-23.501726, -46.455737)",Privada,0.2124042776165825
221000,48,2,2,1,1,1,0,0,1,José Bonifácio,sale,4604.166666666667,"(-23.498993, -46.453789)",Privada,0.4048381497170166
235450,47,2,2,1,1,1,0,0,0,José Bonifácio,sale,5009.574468085107,"(-23.501855, -46.456385)",Privada,0.26138184904221384
221000,47,2,2,1,1,1,0,0,0,José Bonifácio,sale,4702.127659574468,"(-23.501855, -46.456385)",Privada,0.26138184904221384
165000,48,2,2,1,1,0,0,0,0,Lajeado,sale,3437.5,"(-23.541181, -46.405825)",Privada,0.1397670367923096
144900,37,2,1,0,1,1,0,0,1,Lajeado,sale,3916.2162162162163,"(-23.563996, -46.426201)",Pública,0.2623289280817724
165000,50,2,2,1,1,0,0,0,0,Lajeado,sale,3300.0,"(-23.541181, -46.405825)",Privada,0.1397670367923096
150000,43,2,2,1,1,0,0,0,0,Lajeado,sale,3488.3720930232557,"(-23.541181, -46.405825)",Privada,0.1397670367923096
180000,70,3,2,1,1,1,0,0,0,Lajeado,sale,2571.4285714285716,"(-23.541181, -46.405825)",Privada,0.1397670367923096
130000,42,1,2,1,1,0,0,0,0,Lajeado,sale,3095.2380952380954,"(-23.533705, -46.405574)",Privada,0.11996975560986416
185000,52,2,2,1,1,0,0,0,0,Lajeado,sale,3557.6923076923076,"(-23.513011, -46.436953)",Pública,0.43838326237231895
155000,43,2,2,1,1,0,0,0,0,Lajeado,sale,3604.6511627906975,"(-23.53209, -46.40717)",Privada,0.20178880322030673
144900,37,2,1,0,1,1,0,0,1,Lajeado,sale,3916.2162162162163,"(-23.563996, -46.426201)",Pública,0.2623289280817724
150000,54,2,2,1,1,0,0,0,0,Lajeado,sale,2777.777777777778,"(-23.512989, -46.437574)",Pública,0.4815113111231059
168000,42,1,2,1,1,0,0,0,0,Lajeado,sale,4000.0,"(-23.533705, -46.405574)",Privada,0.11996975560986416
180000,52,3,2,1,1,0,0,0,0,Lajeado,sale,3461.5384615384614,"(-23.541181, -46.405825)",Privada,0.1397670367923096
160000,47,2,2,1,1,0,0,0,0,Lajeado,sale,3404.255319148936,"(-23.541181, -46.405825)",Privada,0.1397670367923096
169900,54,2,2,1,1,0,0,0,0,Lajeado,sale,3146.296296296296,"(-23.512797, -46.437541)",Pública,0.4637220430256609
165000,50,2,2,1,1,0,0,0,0,Lajeado,sale,3300.0,"(-23.541181, -46.405825)",Privada,0.1397670367923096
160000,43,3,2,1,1,0,0,0,0,Lajeado,sale,3720.9302325581393,"(-23.541181, -46.405825)",Privada,0.1397670367923096
45000,40,2,2,1,1,0,1,0,0,Lajeado,sale,1125.0,"(-23.544439, -46.405896)",Privada,0.14140834610709746
180000,43,2,2,1,1,0,0,0,0,Lajeado,sale,4186.046511627907,"(-23.541181, -46.405825)",Privada,0.1397670367923096
165000,47,2,2,1,1,0,0,0,0,Lajeado,sale,3510.6382978723404,"(-23.541181, -46.405825)",Privada,0.1397670367923096
200000,43,2,2,1,1,0,0,0,0,Lajeado,sale,4651.162790697675,"(-23.533705, -46.405574)",Privada,0.11996975560986416
165000,45,2,2,1,1,0,0,0,0,Lajeado,sale,3666.6666666666665,"(-23.541272, -46.405782)",Privada,0.13745247987778475
200000,50,2,2,1,1,0,0,1,0,Lajeado,sale,4000.0,"(-23.534887, -46.403105)",Privada,0.12048655802691056
190000,52,2,2,1,1,0,0,0,0,Lajeado,sale,3653.846153846154,"(-23.512865, -46.436892)",Pública,0.4213508027699634
205000,50,2,2,1,1,1,0,1,0,Lajeado,sale,4100.0,"(-23.537724, -46.313064)",Privada,6.769220018389851
165000,48,2,2,1,1,0,0,0,0,Lajeado,sale,3437.5,"(-23.541181, -46.405825)",Privada,0.1397670367923096
190000,52,2,2,1,1,0,0,0,0,Lajeado,sale,3653.846153846154,"(-23.512865, -46.436892)",Pública,0.4213508027699634
190000,50,2,2,1,1,0,0,0,0,Lajeado,sale,3800.0,"(-23.512865, -46.436892)",Pública,0.4213508027699634
165000,54,2,2,1,1,0,0,0,0,Lajeado,sale,3055.5555555555557,"(-23.541181, -46.405825)",Privada,0.1397670367923096
219000,56,2,2,1,1,0,0,0,0,Lajeado,sale,3910.714285714286,"(-23.512865, -46.436892)",Pública,0.4213508027699634
169900,54,2,2,1,1,0,0,0,0,Lajeado,sale,3146.296296296296,"(-23.512925, -46.437504)",Pública,0.4709750419481695
198500,50,2,2,1,1,1,0,1,0,Lajeado,sale,3970.0,"(-23.534887, -46.403105)",Privada,0.12048655802691056
190000,52,2,2,1,1,0,0,0,0,Lajeado,sale,3653.846153846154,"(-23.513011, -46.436953)",Pública,0.43838326237231895
157900,37,2,2,1,1,0,0,0,0,Parque do Carmo,sale,4267.5675675675675,"(-23.566344, -46.428093)",Privada,0.20730223091761812
200000,47,2,2,1,1,1,0,1,0,Parque do Carmo,sale,4255.31914893617,"(-23.593369, -46.469455)",Privada,0.6318475345555989
204899,46,2,2,1,1,1,0,1,0,Parque do Carmo,sale,4454.326086956522,"(-23.605906, -46.469521)",Pública,0.23296794703042317
149900,41,2,2,1,1,1,0,0,0,Parque do Carmo,sale,3656.0975609756097,"(-23.575531, -46.451339)",Privada,0.4064906618076771
149900,41,2,2,1,1,1,0,0,0,Parque do Carmo,sale,3656.0975609756097,"(-23.575531, -46.451339)",Privada,0.4064906618076771
215000,45,2,2,1,1,0,0,0,0,Parque do Carmo,sale,4777.777777777777,"(-23.56613, -46.475676)",Privada,0.1998358027472907
197900,47,2,2,1,1,1,0,1,0,Parque do Carmo,sale,4210.63829787234,"(-23.5989, -46.4666)",Privada,0.6449786847851622
300000,60,3,2,1,1,1,0,1,0,Parque do Carmo,sale,5000.0,"(-23.564779, -46.476772)",Privada,0.26064205777886246
210000,50,2,2,1,1,0,0,0,0,Parque do Carmo,sale,4200.0,"(-23.569221, -46.479225)",Privada,0.0920794064113419
199900,45,2,2,1,1,1,0,1,0,Parque do Carmo,sale,4442.222222222223,"(-23.593369, -46.469455)",Privada,0.6318475345555989
204900,46,2,2,1,1,1,0,1,0,Parque do Carmo,sale,4454.347826086957,"(-23.603689, -46.468374)",Pública,0.3887104717826876
245000,46,2,2,1,1,1,0,0,0,Parque do Carmo,sale,5326.086956521739,"(-23.567996, -46.480708)",Privada,0.10767337445847777
149900,42,2,2,1,1,0,0,0,0,Parque do Carmo,sale,3569.0476190476193,"(-23.576916, -46.443982)",Privada,0.8042868690353961
170000,42,2,2,1,1,1,0,1,0,Parque do Carmo,sale,4047.6190476190477,"(-23.584703, -46.479384)",Privada,0.6801651999997259
315000,59,3,2,1,1,1,1,1,0,Parque do Carmo,sale,5338.983050847458,"(-23.587965, -46.488381)",Pública,0.24329296069181477
239000,49,2,2,1,1,1,0,1,0,Parque do Carmo,sale,4877.551020408163,"(-23.598887, -46.463606)",Privada,0.538363707305173
220000,50,2,2,1,1,0,0,0,0,Parque do Carmo,sale,4400.0,"(-23.56613, -46.475676)",Privada,0.1998358027472907
236825,48,2,2,1,1,1,0,1,0,Parque do Carmo,sale,4933.854166666667,"(-23.603608, -46.468355)",Pública,0.3928380437257972
313967,58,3,2,1,1,0,0,1,0,Parque do Carmo,sale,5413.224137931034,"(-23.605906, -46.469521)",Pública,0.23296794703042317
262089,58,3,2,1,1,1,0,1,0,Parque do Carmo,sale,4518.775862068966,"(-23.603608, -46.468355)",Pública,0.3928380437257972
260000,58,3,2,1,1,0,0,1,0,Parque do Carmo,sale,4482.758620689655,"(-23.605906, -46.469521)",Pública,0.23296794703042317
199900,43,2,2,1,1,1,0,1,1,Parque do Carmo,sale,4648.837209302325,"(-23.560712, -46.904378)",Pública,11.450228170292867
169000,40,2,2,1,1,0,0,0,0,Parque do Carmo,sale,4225.0,"(-23.573055, -46.47952)",Pública,0.25870154870534706
225000,52,2,2,1,1,0,0,0,0,Parque do Carmo,sale,4326.923076923077,"(-23.56613, -46.475676)",Privada,0.1998358027472907
200000,50,2,2,1,1,1,0,1,0,Parque do Carmo,sale,4000.0,"(-23.563544, -46.479948)",Pública,0.10031371272984618
238000,60,3,2,1,1,1,0,1,0,Parque do Carmo,sale,3966.6666666666665,"(-23.593181, -46.417975)",Pública,0.2595037296828189
229000,46,2,2,1,1,0,0,1,0,Parque do Carmo,sale,4978.260869565217,"(-23.605906, -46.469521)",Pública,0.23296794703042317
240000,48,2,2,1,1,0,0,0,0,Parque do Carmo,sale,5000.0,"(-23.567996, -46.480708)",Privada,0.10767337445847777
199000,47,2,2,1,1,0,0,1,0,Parque do Carmo,sale,4234.04255319149,"(-23.566655, -46.507207)",Privada,0.4684509217432362
430000,66,2,2,1,1,1,0,1,0,Penha,sale,6515.151515151515,"(-23.535376, -46.540919)",Pública,0.6016212338545152
410000,58,2,2,1,1,1,0,1,1,Penha,sale,7068.9655172413795,"(-23.52244, -46.524579)",Privada,0.22388311869057184
239000,60,2,2,1,1,1,1,0,0,Penha,sale,3983.3333333333335,"(-23.499806, -46.522778)",Privada,0.24318062294132664
319900,60,2,2,1,1,1,0,1,0,Penha,sale,5331.666666666667,"(-23.523161, -46.523827)",Privada,0.15104552969151205
321000,51,2,2,1,1,1,0,0,0,Penha,sale,6294.117647058823,"(-23.530555, -46.53614)",Pública,0.4939568455616351
540000,126,3,4,1,3,1,1,1,0,Penha,sale,4285.714285714285,"(-23.537029, -46.543468)",Pública,0.5427698591665481
300000,55,2,2,1,1,1,0,1,0,Penha,sale,5454.545454545455,"(-23.532366, -46.549431)",Pública,0.19517904201512007
610000,78,3,2,1,2,1,0,1,1,Penha,sale,7820.51282051282,"(-23.52244, -46.524579)",Privada,0.22388311869057184
380000,70,3,2,1,2,1,0,1,0,Penha,sale,5428.571428571428,"(-23.518903, -46.531279)",Privada,0.31164878481733155
390000,60,2,2,1,1,1,0,1,0,Penha,sale,6500.0,"(-23.510612, -46.520393)",Pública,0.4248020500236555
269000,48,2,2,1,1,1,0,0,1,Penha,sale,5604.166666666667,"(-23.526264, -46.536742)",Privada,0.321120866079711
450000,65,2,2,1,1,1,0,1,0,Penha,sale,6923.076923076923,"(-23.535333, -46.54069)",Privada,0.583217081472097
490000,72,3,2,1,2,1,0,1,0,Penha,sale,6805.555555555556,"(-23.510612, -46.520393)",Pública,0.4248020500236555
385000,70,2,2,1,1,0,0,1,0,Penha,sale,5500.0,"(-23.517711, -46.531392)",Privada,0.2977720318432317
335000,52,2,2,1,2,1,0,1,0,Penha,sale,6442.307692307692,"(-23.520802, -46.535247)",Privada,0.3134480236492635
330000,63,2,2,1,1,0,0,1,0,Penha,sale,5238.0952380952385,"(-23.518903, -46.531279)",Privada,0.31164878481733155
399000,60,2,2,1,1,1,0,1,0,Penha,sale,6650.0,"(-23.510612, -46.520393)",Pública,0.4248020500236555
250000,64,2,2,1,1,1,1,0,0,Penha,sale,3906.25,"(-23.508423, -46.530246)",Privada,0.10202367165261525
370000,60,2,2,1,1,1,0,1,0,Penha,sale,6166.666666666667,"(-23.512023, -46.520287)",Pública,0.3980773470976935
169500,34,2,2,1,1,1,0,0,0,Penha,sale,4985.294117647059,"(-23.51203, -46.526973)",Privada,0.22793998020879916
330000,70,3,2,1,1,1,0,1,0,Penha,sale,4714.285714285715,"(-23.53938, -46.54565)",Privada,0.5815122072861535
800000,280,5,2,3,3,1,0,0,0,Penha,sale,2857.1428571428573,"(-23.524165, -46.546223)",Privada,0.4791575533244772
169500,34,2,2,1,1,1,1,0,0,Penha,sale,4985.294117647059,"(-23.511952, -46.526743)",Privada,0.20668200152139055
430000,82,3,2,1,1,0,0,1,0,Penha,sale,5243.90243902439,"(-23.53149, -46.541437)",Pública,0.4778625174358299
290000,48,2,2,1,1,1,0,1,0,Penha,sale,6041.666666666667,"(-23.519553, -46.553037)",Pública,0.14271488838453514
330000,51,2,2,1,1,1,1,1,0,Penha,sale,6470.588235294118,"(-23.529045, -46.526099)",Pública,0.23769572859756335
290000,57,2,2,1,1,1,0,1,0,Penha,sale,5087.7192982456145,"(-23.518491, -46.517847)",Privada,0.19636308431384839
398000,74,3,2,1,2,1,0,1,0,Ponte Rasa,sale,5378.378378378378,"(-23.513843, -46.492636)",Pública,0.3081538677255858
250000,48,2,2,1,1,1,0,1,0,Ponte Rasa,sale,5208.333333333333,"(-23.522516, -46.475397)",Pública,0.14877404703088715
436000,74,3,2,1,2,1,0,1,0,Ponte Rasa,sale,5891.891891891892,"(-23.513843, -46.492636)",Pública,0.3081538677255858
240000,48,2,2,1,1,1,1,1,0,Ponte Rasa,sale,5000.0,"(-23.511954, -46.477281)",Pública,0.18523768417884523
220000,60,2,2,1,1,0,0,0,0,Ponte Rasa,sale,3666.6666666666665,"(-23.513296, -46.483528)",Privada,0.16280834481942638
199000,40,2,2,1,1,1,0,0,0,Ponte Rasa,sale,4975.0,"(-23.504264, -46.493807)",Privada,0.3075383184308286
280000,51,2,2,1,1,1,0,1,0,Ponte Rasa,sale,5490.196078431372,"(-23.512746, -46.477783)",Pública,0.2636298280905024
240000,48,2,2,1,1,1,0,1,0,Ponte Rasa,sale,5000.0,"(-23.512746, -46.477783)",Pública,0.2636298280905024
259000,50,2,2,1,1,1,0,1,0,Ponte Rasa,sale,5180.0,"(-23.515911, -46.497305)",Pública,0.2603442579743434
255000,48,2,2,1,1,1,1,1,0,Ponte Rasa,sale,5312.5,"(-23.512543, -46.477098)",Pública,0.253880727419835
195000,48,1,2,1,1,0,0,1,0,Ponte Rasa,sale,4062.5,"(-23.510316, -46.500444)",Pública,0.25628216506269685
255000,53,2,2,1,1,0,0,0,0,Ponte Rasa,sale,4811.320754716981,"(-23.509932, -46.501116)",Pública,0.2775680881747886
300000,55,2,2,1,1,0,0,0,0,Ponte Rasa,sale,5454.545454545455,"(-23.509723, -46.499724)",Pública,0.15879523892138328
270000,48,2,2,1,1,1,0,1,0,Ponte Rasa,sale,5625.0,"(-23.509878, -46.477411)",Pública,0.07155858798198715
250000,65,2,2,1,1,0,0,0,0,Ponte Rasa,sale,3846.153846153846,"(-23.513269, -46.470903)",Privada,0.0723331628138215
230000,60,2,2,1,1,1,0,0,0,Ponte Rasa,sale,3833.3333333333335,"(-23.525204, -46.484066)",Pública,0.22494629372842093
250000,55,2,2,1,1,0,0,0,0,Ponte Rasa,sale,4545.454545454545,"(-23.51011, -46.503929)",Privada,0.27947761181872366
199000,40,2,2,1,1,1,0,0,0,Ponte Rasa,sale,4975.0,"(-23.498401, -46.495537)",Pública,0.05732331497304552
230000,52,2,2,1,1,0,0,0,0,Ponte Rasa,sale,4423.076923076923,"(-23.509932, -46.501116)",Pública,0.2775680881747886
210000,68,2,2,1,1,1,0,0,0,Ponte Rasa,sale,3088.235294117647,"(-23.509327, -46.48228)",Privada,0.36118667345253047
245000,46,2,2,1,1,0,0,0,0,Ponte Rasa,sale,5326.086956521739,"(-23.531819, -46.472943)",Privada,0.15202937798377886
225000,54,2,2,1,1,0,0,0,0,Ponte Rasa,sale,4166.666666666667,"(-23.497153, -46.483444)",Privada,0.2041600605761922
290000,50,2,2,1,1,1,0,1,0,Ponte Rasa,sale,5800.0,"(-23.512746, -46.477783)",Pública,0.2636298280905024
239000,53,2,2,1,1,1,0,0,0,Ponte Rasa,sale,4509.433962264151,"(-23.509932, -46.501116)",Pública,0.2775680881747886
170000,40,2,2,1,1,1,0,0,1,Ponte Rasa,sale,4250.0,"(-23.51888, -46.492446)",Pública,0.17693469187421432
240000,48,2,2,1,1,0,0,1,0,Ponte Rasa,sale,5000.0,"(-23.512915, -46.516716)",Pública,0.13804326359051983
400000,63,2,2,1,1,0,0,0,0,Ponte Rasa,sale,6349.206349206349,"(-23.512746, -46.477783)",Pública,0.2636298280905024
320000,50,2,2,1,1,0,0,0,0,Ponte Rasa,sale,6400.0,"(-23.512746, -46.477783)",Pública,0.2636298280905024
320000,50,2,2,1,1,0,0,0,0,Ponte Rasa,sale,6400.0,"(-23.512746, -46.477783)",Pública,0.2636298280905024
270000,56,2,2,1,1,1,0,1,0,Sapopemba,sale,4821.428571428572,"(-23.585748, -46.533696)",Privada,0.36351330807980237
190800,45,2,2,1,1,0,0,0,0,Sapopemba,sale,4240.0,"(-23.610541, -46.493864)",Pública,0.038984416579975645
310000,56,2,2,1,1,0,0,0,0,Sapopemba,sale,5535.714285714285,"(-23.58575, -46.533612)",Privada,0.35428873261122373
240000,55,2,2,1,1,1,0,0,0,Sapopemba,sale,4363.636363636364,"(-23.59469, -46.525917)",Privada,0.39794538077577074
234000,57,2,2,1,1,0,0,0,0,Sapopemba,sale,4105.263157894737,"(-23.59219, -46.528321)",Pública,0.23554209822037914
320000,58,2,2,1,1,0,0,0,0,Sapopemba,sale,5517.241379310345,"(-23.58575, -46.533612)",Privada,0.35428873261122373
320000,58,2,2,1,1,0,0,0,0,Sapopemba,sale,5517.241379310345,"(-23.58575, -46.533612)",Privada,0.35428873261122373
360000,56,2,2,1,1,0,0,0,0,Sapopemba,sale,6428.571428571428,"(-23.58575, -46.533612)",Privada,0.35428873261122373
250000,58,2,2,1,1,0,1,0,0,Sapopemba,sale,4310.3448275862065,"(-23.596475, -46.526144)",Privada,0.25823672794755215
260000,53,2,2,1,1,0,0,0,0,Sapopemba,sale,4905.66037735849,"(-23.593101, -46.524287)",Pública,0.3301471199182524
310000,56,2,2,1,1,0,0,0,0,Sapopemba,sale,5535.714285714285,"(-23.58575, -46.533612)",Privada,0.35428873261122373
184900,45,2,2,1,1,1,0,0,0,Sapopemba,sale,4108.888888888889,"(-23.600613, -46.512084)",Privada,0.1974096602723413
189700,58,2,2,1,1,0,0,0,0,Sapopemba,sale,3270.689655172414,"(-23.600613, -46.512084)",Privada,0.1974096602723413
280000,56,2,2,1,1,1,0,1,0,Sapopemba,sale,5000.0,"(-23.58575, -46.533612)",Privada,0.35428873261122373
235000,50,2,2,1,1,0,0,0,0,Sapopemba,sale,4700.0,"(-23.593101, -46.524287)",Pública,0.3301471199182524
239000,63,3,2,1,1,1,0,0,0,Sapopemba,sale,3793.6507936507937,"(-23.603797, -46.513228)",Pública,0.08255449469937638
149900,47,2,2,1,1,1,1,1,0,Sapopemba,sale,3189.3617021276596,"(-23.608348, -46.504431)",Pública,0.2577717901254679
320000,60,2,2,1,1,1,1,1,0,Sapopemba,sale,5333.333333333333,"(-23.612417, -46.488343)",Pública,0.16119335882710453
385000,146,3,2,1,1,0,0,1,0,Sapopemba,sale,2636.986301369863,"(-23.584313, -46.534345)",Pública,0.3654668829704026
235000,50,2,2,1,1,1,0,0,0,Sapopemba,sale,4700.0,"(-23.593101, -46.524287)",Pública,0.3301471199182524
200000,49,2,2,1,1,0,0,0,0,Sapopemba,sale,4081.6326530612246,"(-23.601403, -46.548676)",Privada,0.1534146312459619
392000,60,3,2,1,1,0,0,1,0,Sapopemba,sale,6533.333333333333,"(-23.600613, -46.512084)",Privada,0.1974096602723413
355000,56,2,2,1,1,0,0,1,0,Sapopemba,sale,6339.285714285715,"(-23.58575, -46.533612)",Privada,0.35428873261122373
189700,58,2,2,1,1,0,0,0,0,Sapopemba,sale,3270.689655172414,"(-23.585253, -46.533766)",Privada,0.38508207583645127
260000,65,3,2,1,1,0,1,0,0,Sapopemba,sale,4000.0,"(-23.545223, -46.479633)",Pública,0.09311470513460172
240000,44,2,2,1,1,1,0,1,0,Sapopemba,sale,5454.545454545455,"(-23.585253, -46.533766)",Privada,0.38508207583645127
315000,56,2,2,1,1,0,0,1,0,Sapopemba,sale,5625.0,"(-23.585547, -46.533546)",Privada,0.3521846200701702
252900,46,2,2,1,1,1,1,0,0,São Lucas,sale,5497.826086956522,"(-23.606614, -46.525285)",Privada,0.3117308451877284
390000,64,2,2,1,1,0,0,0,0,São Lucas,sale,6093.75,"(-23.593595, -46.54405)",Privada,0.3683142106361852
370000,65,2,2,1,1,0,1,0,0,São Lucas,sale,5692.307692307692,"(-23.592848, -46.543936)",Privada,0.4003819994175999
430000,75,2,2,1,2,0,0,0,0,São Lucas,sale,5733.333333333333,"(-23.593648, -46.544052)",Privada,0.3673389980064936
410000,76,3,2,1,2,1,0,0,0,São Lucas,sale,5394.736842105263,"(-23.597539, -46.541124)",Privada,0.21482663274912925
299700,60,3,2,1,1,1,0,1,0,São Lucas,sale,4995.0,"(-23.583809, -46.536002)",Pública,0.2969123734454906
319000,59,3,2,1,1,1,0,1,0,São Lucas,sale,5406.779661016949,"(-23.603135, -46.526584)",Privada,0.6693256983568319
413930,81,3,1,0,2,1,0,0,1,São Lucas,sale,5110.246913580247,"(-23.641314, -46.543033)",Pública,3.2474698188512545
410000,75,2,2,1,2,0,0,0,0,São Lucas,sale,5466.666666666667,"(-23.593595, -46.54405)",Privada,0.3683142106361852
477000,76,3,2,1,2,0,1,0,0,São Lucas,sale,6276.315789473684,"(-23.593595, -46.54405)",Privada,0.3683142106361852
330000,68,3,2,1,1,1,0,1,0,São Lucas,sale,4852.941176470588,"(-23.58608, -46.535128)",Pública,0.26833018094776323
399000,78,3,2,1,1,1,0,0,0,São Lucas,sale,5115.384615384615,"(-23.592957, -46.546109)",Privada,0.18181422281078669
480000,90,3,2,1,1,0,0,0,0,São Lucas,sale,5333.333333333333,"(-23.586613, -46.55751)",Privada,0.3080752390526551
370000,64,2,2,1,1,0,0,1,0,São Lucas,sale,5781.25,"(-23.592848, -46.543936)",Privada,0.4003819994175999
410000,76,3,2,1,2,1,0,0,0,São Lucas,sale,5394.736842105263,"(-23.593517, -46.544522)",Privada,0.3178252284422581
358000,60,3,2,1,1,0,0,1,0,São Lucas,sale,5966.666666666667,"(-23.604702, -46.524813)",Privada,0.4429836838453481
450000,75,3,2,1,2,0,0,1,0,São Lucas,sale,6000.0,"(-23.592848, -46.543936)",Privada,0.4003819994175999
340000,64,2,2,1,1,1,0,0,0,São Lucas,sale,5312.5,"(-23.592957, -46.546109)",Privada,0.18181422281078669
430000,75,3,2,1,1,0,1,0,0,São Lucas,sale,5733.333333333333,"(-23.593595, -46.54405)",Privada,0.3683142106361852
475000,64,2,2,1,1,0,0,0,0,São Lucas,sale,7421.875,"(-23.592299, -46.54435)",Privada,0.3842315708158032
450000,75,3,2,1,2,0,0,1,0,São Lucas,sale,6000.0,"(-23.592848, -46.543936)",Privada,0.4003819994175999
440000,75,3,2,1,2,1,1,1,0,São Lucas,sale,5866.666666666667,"(-23.592299, -46.54435)",Privada,0.3842315708158032
410000,76,3,2,1,2,1,0,0,0,São Lucas,sale,5394.736842105263,"(-23.593517, -46.544522)",Privada,0.3178252284422581
265000,46,2,2,1,1,1,1,1,0,São Lucas,sale,5760.869565217391,"(-23.582687, -46.562693)",Privada,0.36531207847549974
