,Price,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Price_per_sqm,Coordenadas,Tipo_Escola_Mais_Proxima,Distancia_Escola_Mais_Proxima
6208,120000,45,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2666.6666666666665,"(-23.599816, -46.402395)",Pública,0.19449525083133645
6209,110000,42,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2619.0476190476193,"(-23.592822, -46.393683)",Pública,0.06617634601106476
6210,115000,48,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2395.8333333333335,"(-23.589267, -46.398786)",Privada,0.2534961969444474
6211,80000,50,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,1600.0,"(-23.605202, -46.402601)",Privada,0.10409187901042999
6212,110000,42,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2619.0476190476193,"(-23.598375, -46.399455)",Pública,0.2858147232608529
6213,110000,42,1,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2619.0476190476193,"(-23.593916, -46.39326)",Pública,0.07092481915550317
6214,110000,40,1,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2750.0,"(-23.597965, -46.398515)",Pública,0.21181072023997088
6215,140000,47,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2978.723404255319,"(-23.608491, -46.398886)",Pública,0.039310936466036714
6216,95000,47,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2021.276595744681,"(-23.600123, -46.396429)",Privada,0.24643354214037247
6217,77000,60,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,1283.3333333333333,"(-23.590369, -46.400488)",Pública,0.11151686233024566
6218,150000,42,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,3571.4285714285716,"(-23.601677, -46.398766)",Pública,0.06633663319265981
6219,85000,50,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,1700.0,"(-23.582624, -46.421167)",Pública,0.27853073750047186
6220,164000,46,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,3565.217391304348,"(-23.608491, -46.398886)",Pública,0.039310936466036714
6221,120000,48,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2500.0,"(-23.569424, -46.419771)",Privada,0.196527475756788
6222,140000,47,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2978.723404255319,"(-23.60452, -46.399058)",Pública,0.01228813473007234
6223,90000,45,2,2,1,1,0,0,0,0,Cidade Tiradentes,sale,2000.0,"(-23.601677, -46.398766)",Pública,0.06633663319265981
6224,182900,41,2,2,1,1,1,0,0,0,Ermelino Matarazzo,sale,4460.975609756098,"(-23.487007, -46.470746)",Privada,0.13810092876479133
6225,169900,41,2,1,0,1,1,0,0,1,Ermelino Matarazzo,sale,4143.90243902439,"(-23.493761, -46.505629)",Pública,0.12894239376409358
6226,255000,57,2,2,1,1,1,1,0,0,Ermelino Matarazzo,sale,4473.684210526316,"(-23.497409, -46.507369)",Pública,0.13819202208110248
6227,238600,48,2,2,1,1,1,0,1,0,Ermelino Matarazzo,sale,4970.833333333333,"(-23.493732, -46.477421)",Privada,0.1134403782277924
6228,220000,44,2,2,1,1,0,0,0,0,Ermelino Matarazzo,sale,5000.0,"(-23.493724, -46.47017)",Pública,0.12112373116025055
6229,205000,50,2,2,1,1,0,0,0,0,Ermelino Matarazzo,sale,4100.0,"(-23.483649, -46.490709)",Privada,0.0011352457040444872
6230,260000,72,3,2,1,1,0,0,0,0,Ermelino Matarazzo,sale,3611.1111111111113,"(-23.502494, -46.476288)",Privada,0.3276898536232835
6231,169900,41,2,1,0,1,1,0,0,1,Ermelino Matarazzo,sale,4143.90243902439,"(-23.493761, -46.505629)",Pública,0.12894239376409358
6232,350000,65,2,2,1,1,1,0,1,0,Ermelino Matarazzo,sale,5384.615384615385,"(-23.50547, -46.470505)",Pública,0.1169890580904634
6233,320000,66,3,2,1,1,1,0,0,0,Ermelino Matarazzo,sale,4848.484848484848,"(-23.503536, -46.480042)",Privada,0.130768452614568
6234,270000,50,2,2,1,1,1,1,1,0,Ermelino Matarazzo,sale,5400.0,"(-23.501332, -46.472309)",Pública,0.030900675532786998
6235,350000,76,3,2,1,1,1,0,0,0,Ermelino Matarazzo,sale,4605.263157894737,"(-23.503964, -46.487872)",Privada,0.17383297919117358
6236,290000,55,2,2,1,1,1,1,0,0,Ermelino Matarazzo,sale,5272.727272727273,"(-23.503028, -46.474118)",Pública,0.30553219462741027
6237,183017,40,2,2,1,1,1,0,0,0,Ermelino Matarazzo,sale,4575.425,"(-23.487007, -46.470746)",Privada,0.13810092876479133
6238,250000,48,2,2,1,1,1,0,1,0,Ermelino Matarazzo,sale,5208.333333333333,"(-23.489856, -46.498724)",Pública,0.3135075180571677
6239,259000,63,2,2,1,1,1,0,0,0,Ermelino Matarazzo,sale,4111.111111111111,"(-23.488885, -46.468045)",Pública,0.2782313293516603
6240,280000,63,3,2,1,1,1,1,1,0,Ermelino Matarazzo,sale,4444.444444444444,"(-23.489866, -46.498882)",Pública,0.29594513597553124
6241,360000,76,3,2,1,1,1,0,0,0,Ermelino Matarazzo,sale,4736.8421052631575,"(-23.503964, -46.487872)",Privada,0.17383297919117358
6242,199000,48,2,2,1,1,0,0,1,0,Ermelino Matarazzo,sale,4145.833333333333,"(-23.493724, -46.47017)",Pública,0.12112373116025055
6243,245000,55,2,2,1,1,0,0,1,0,Ermelino Matarazzo,sale,4454.545454545455,"(-23.503028, -46.474118)",Pública,0.30553219462741027
6244,270000,63,2,2,1,1,0,0,1,0,Ermelino Matarazzo,sale,4285.714285714285,"(-23.501031, -46.474652)",Pública,0.18490265403970516
6245,270000,65,2,2,1,1,0,0,0,0,Ermelino Matarazzo,sale,4153.846153846154,"(-23.495089, -46.480883)",Privada,0.47448570927266687
6246,280000,64,2,2,1,1,0,0,0,0,Ermelino Matarazzo,sale,4375.0,"(-23.503012, -46.474719)",Pública,0.3560027697719856
6247,220000,47,2,2,1,1,0,0,0,0,Ermelino Matarazzo,sale,4680.851063829788,"(-23.483649, -46.490709)",Privada,0.0011352457040444872
6248,195000,55,2,2,1,1,1,0,0,0,Ermelino Matarazzo,sale,3545.4545454545455,"(-23.493932, -46.507315)",Pública,0.09070804169711766
6249,255000,64,2,2,1,1,0,0,0,0,Ermelino Matarazzo,sale,3984.375,"(-23.501059, -46.475491)",Pública,0.27063561061642705
6250,250000,50,2,2,1,1,1,1,0,0,Ermelino Matarazzo,sale,5000.0,"(-23.502494, -46.476288)",Privada,0.3276898536232835
6251,490000,130,3,2,1,1,0,0,0,0,Guaianazes,sale,3769.230769230769,"(-23.488042, -46.619123)",Privada,0.09160276523673103
6252,1250000,146,4,3,2,4,1,0,1,0,Guaianazes,sale,8561.643835616438,"(-23.498178, -46.619606)",Privada,0.435909178026925
6253,190000,43,1,2,1,1,0,0,0,0,Guaianazes,sale,4418.604651162791,"(-23.563591, -46.403328)",Privada,0.22397741684344818
6254,150000,56,2,2,1,1,0,0,0,0,Guaianazes,sale,2678.5714285714284,"(-23.563787, -46.405495)",Pública,0.06260945970621033
6255,128000,56,3,2,1,1,0,0,0,0,Guaianazes,sale,2285.714285714286,"(-23.562851, -46.406731)",Pública,0.15436247116663634
6256,130000,52,2,2,1,1,0,0,0,0,Guaianazes,sale,2500.0,"(-23.562855, -46.40645)",Pública,0.12443903100466387
6257,135000,52,3,2,1,1,0,0,0,0,Guaianazes,sale,2596.153846153846,"(-23.569721, -46.397893)",Pública,0.15378929513757617
6258,165000,53,2,2,1,1,0,0,0,0,Guaianazes,sale,3113.2075471698113,"(-23.564197, -46.409415)",Pública,0.21369766704132426
6259,135000,56,3,2,1,1,0,0,0,0,Guaianazes,sale,2410.714285714286,"(-23.564266, -46.404911)",Pública,0.12713202138849825
6260,400000,50,2,2,1,1,1,0,1,0,Guaianazes,sale,8000.0,"(-23.493276, -46.617289)",Pública,0.34018934841856413
6261,95000,49,2,2,1,1,0,0,0,0,Guaianazes,sale,1938.7755102040817,"(-23.581213, -46.389767)",Pública,0.20395573933658373
6262,169000,58,2,2,1,1,0,0,0,0,Guaianazes,sale,2913.793103448276,"(-23.564266, -46.404911)",Pública,0.12713202138849825
6263,143100,58,3,2,1,1,0,0,0,0,Guaianazes,sale,2467.2413793103447,"(-23.562851, -46.406731)",Pública,0.15436247116663634
6264,144900,49,2,2,1,1,0,0,0,0,Guaianazes,sale,2957.1428571428573,"(-23.560754, -46.404476)",Privada,0.19517751822082094
6265,153000,48,2,2,1,1,0,0,0,0,Guaianazes,sale,3187.5,"(-23.564197, -46.409415)",Pública,0.21369766704132426
6266,140000,60,2,2,1,1,0,0,0,0,Guaianazes,sale,2333.3333333333335,"(-23.569057, -46.399085)",Pública,0.15299313112732688
6267,185000,42,2,2,1,1,0,0,0,0,Guaianazes,sale,4404.761904761905,"(-23.56785, -46.402733)",Privada,0.17132119066882562
6268,450000,70,2,2,1,2,1,0,0,0,Guaianazes,sale,6428.571428571428,"(-23.493707, -46.612494)",Privada,0.43912968905179756
6269,169000,58,2,2,1,1,0,0,0,0,Guaianazes,sale,2913.793103448276,"(-23.56609, -46.4029)",Pública,0.20104185508320627
6270,120000,56,2,2,1,1,0,0,0,0,Guaianazes,sale,2142.8571428571427,"(-23.562646, -46.407854)",Pública,0.2811023976675403
6271,130000,48,2,2,1,1,0,0,0,0,Guaianazes,sale,2708.3333333333335,"(-23.57486, -46.392836)",Privada,0.27905461707872004
6272,144900,56,2,2,1,1,0,0,0,0,Guaianazes,sale,2587.5,"(-23.563354, -46.406927)",Pública,0.17074042268199505
6273,190000,45,2,2,1,1,0,0,0,0,Guaianazes,sale,4222.222222222223,"(-23.564376, -46.407187)",Pública,0.2363281913623512
6274,135000,43,2,2,1,1,0,0,0,0,Guaianazes,sale,3139.5348837209303,"(-23.57486, -46.392836)",Privada,0.27905461707872004
6275,99842,38,2,2,1,1,0,0,0,0,Guaianazes,sale,2627.4210526315787,"(-23.563591, -46.403328)",Privada,0.22397741684344818
6276,135000,56,2,2,1,1,0,0,0,0,Guaianazes,sale,2410.714285714286,"(-23.562855, -46.40645)",Pública,0.12443903100466387
6277,158000,38,2,2,1,1,0,0,0,0,Guaianazes,sale,4157.894736842105,"(-23.563591, -46.403328)",Privada,0.22397741684344818
6278,144900,56,2,2,1,1,0,0,0,0,Guaianazes,sale,2587.5,"(-23.563354, -46.406927)",Pública,0.17074042268199505
6279,7080000,275,4,5,4,5,0,0,1,0,Iguatemi,sale,25745.454545454544,"(-23.584482, -46.682312)",Pública,0.3220675372469185
6280,1100000,131,3,3,1,1,0,0,0,0,Iguatemi,sale,8396.946564885497,"(-23.585672, -46.681216)",Pública,0.3326434765141653
6281,1060000,137,3,3,1,1,1,0,0,0,Iguatemi,sale,7737.226277372263,"(-23.585672, -46.681216)",Pública,0.3326434765141653
6282,10000000,343,4,7,4,5,0,0,0,0,Iguatemi,sale,29154.51895043732,"(-23.585487, -46.681676)",Pública,0.29648731480187457
6283,1100000,130,3,3,1,1,0,0,0,0,Iguatemi,sale,8461.538461538461,"(-23.584482, -46.682312)",Pública,0.3220675372469185
6284,1200000,120,3,2,1,1,0,0,0,0,Iguatemi,sale,10000.0,"(-23.582532, -46.683292)",Privada,0.4821929338183059
6285,790000,92,2,2,1,1,1,0,0,0,Iguatemi,sale,8586.95652173913,"(-23.585672, -46.681216)",Pública,0.3326434765141653
6286,7765616,279,4,6,4,4,1,0,1,0,Iguatemi,sale,27833.749103942653,"(-23.585487, -46.681676)",Pública,0.29648731480187457
6287,9979947,343,4,6,4,5,1,0,1,0,Iguatemi,sale,29096.055393586004,"(-23.585487, -46.681676)",Pública,0.29648731480187457
6288,6750000,275,4,6,4,4,1,0,1,0,Iguatemi,sale,24545.454545454544,"(-23.585487, -46.681676)",Pública,0.29648731480187457
6289,3850000,200,2,4,2,3,1,0,1,0,Iguatemi,sale,19250.0,"(-23.584482, -46.682312)",Pública,0.3220675372469185
6290,7500000,275,4,5,4,4,1,0,1,0,Iguatemi,sale,27272.727272727272,"(-23.596469, -46.680587)",Privada,0.10573835545317765
6291,850000,108,3,2,1,1,0,0,0,0,Iguatemi,sale,7870.37037037037,"(-23.584482, -46.682312)",Pública,0.3220675372469185
6292,1105000,45,1,2,1,1,1,0,1,0,Iguatemi,sale,24555.555555555555,"(-23.584482, -46.682312)",Pública,0.3220675372469185
6293,900000,90,2,3,1,1,0,1,0,0,Iguatemi,sale,10000.0,"(-23.584482, -46.682312)",Pública,0.3220675372469185
6294,4900000,201,4,5,4,3,1,0,1,0,Iguatemi,sale,24378.109452736317,"(-23.58783, -46.68341)",Pública,0.12377227224039858
6295,4900000,201,3,5,3,3,0,0,1,0,Iguatemi,sale,24378.109452736317,"(-23.585269, -46.681625)",Pública,0.31438535904278164
6296,600000,78,2,2,1,1,0,0,0,0,Iguatemi,sale,7692.307692307692,"(-23.583814, -46.683)",Pública,0.35563478644834173
6297,1100000,110,3,3,1,1,0,0,0,0,Iguatemi,sale,10000.0,"(-23.585672, -46.681216)",Pública,0.3326434765141653
6298,120000,50,2,2,1,1,0,0,0,0,Itaim Paulista,sale,2400.0,"(-23.479503, -46.379366)",Pública,0.25267050573949795
6299,165000,50,2,2,1,1,0,0,0,0,Itaim Paulista,sale,3300.0,"(-23.479503, -46.379366)",Pública,0.25267050573949795
6300,240000,47,2,2,1,1,0,0,1,0,Itaim Paulista,sale,5106.382978723404,"(-23.489486, -46.384209)",Privada,0.1808848267787735
6301,170000,41,2,2,1,1,0,0,0,0,Itaim Paulista,sale,4146.341463414634,"(-23.517475, -46.388122)",Privada,0.2489742913876737
6302,120000,50,2,2,1,1,0,0,0,0,Itaim Paulista,sale,2400.0,"(-23.479503, -46.379366)",Pública,0.25267050573949795
6303,130000,50,2,2,1,1,0,0,0,0,Itaim Paulista,sale,2600.0,"(-23.479503, -46.379366)",Pública,0.25267050573949795
6304,150000,50,2,2,1,1,0,0,0,0,Itaim Paulista,sale,3000.0,"(-23.479503, -46.379366)",Pública,0.25267050573949795
6305,190000,48,3,2,1,1,0,1,1,0,Itaim Paulista,sale,3958.3333333333335,"(-23.517399, -46.388845)",Pública,0.2899036339402424
6306,190000,52,3,2,1,1,0,0,0,0,Itaim Paulista,sale,3653.846153846154,"(-23.517399, -46.388845)",Pública,0.2899036339402424
6307,160000,44,2,2,1,1,0,0,0,0,Itaim Paulista,sale,3636.3636363636365,"(-23.479068, -46.379247)",Pública,0.25085003029141234
6308,185000,59,2,2,1,1,0,0,1,0,Itaim Paulista,sale,3135.593220338983,"(-23.517399, -46.388845)",Pública,0.2899036339402424
6309,189000,47,2,2,1,1,0,0,1,0,Itaim Paulista,sale,4021.276595744681,"(-23.489486, -46.384209)",Privada,0.1808848267787735
6310,85000,49,2,2,1,1,0,0,0,0,Itaim Paulista,sale,1734.6938775510205,"(-23.506138, -46.372909)",Pública,0.10705633461311728
6311,151000,52,2,2,1,1,0,0,0,0,Itaim Paulista,sale,2903.846153846154,"(-23.514961, -46.382468)",Pública,0.1253451830676338
6312,135000,48,2,2,1,1,0,1,0,0,Itaim Paulista,sale,2812.5,"(-23.502469, -46.397416)",Privada,0.33290310677588264
6313,800000,90,3,3,1,1,0,0,0,0,Itaim Paulista,sale,8888.888888888889,"(-23.498213, -46.396454)",Privada,0.024597941881513815
6314,220000,43,2,2,1,1,0,0,0,0,Itaim Paulista,sale,5116.279069767442,"(-23.501052, -46.391525)",Privada,0.1934715339064754
6315,168000,46,2,2,1,1,0,0,0,0,Itaim Paulista,sale,3652.1739130434785,"(-23.483159, -46.378916)",Privada,0.3873708555050985
6316,170000,41,2,2,1,1,0,0,0,0,Itaim Paulista,sale,4146.341463414634,"(-23.517475, -46.388122)",Privada,0.2489742913876737
6317,190000,46,2,2,1,1,0,0,0,0,Itaim Paulista,sale,4130.434782608696,"(-23.502469, -46.397416)",Privada,0.33290310677588264
6318,160000,48,2,2,1,1,0,1,0,0,Itaim Paulista,sale,3333.3333333333335,"(-23.504728, -46.397973)",Privada,0.3259451310863867
6319,140000,45,2,2,1,1,0,0,0,0,Itaim Paulista,sale,3111.1111111111113,"(-23.518376, -46.390732)",Pública,0.21966313317875671
6320,180000,46,2,2,1,1,0,0,0,0,Itaim Paulista,sale,3913.0434782608695,"(-23.502469, -46.397416)",Privada,0.33290310677588264
6321,210000,56,3,2,1,1,0,0,1,0,Itaim Paulista,sale,3750.0,"(-23.523357, -46.38445)",Privada,0.527652126417971
6322,290000,68,3,2,1,1,1,0,0,0,Itaim Paulista,sale,4264.705882352941,"(-23.505174, -46.398019)",Privada,0.2999871593173464
6323,180000,47,2,2,1,1,0,0,0,0,Itaim Paulista,sale,3829.7872340425533,"(-23.500719, -46.395185)",Privada,0.12432485530663631
6324,210000,57,3,2,1,1,0,0,0,0,Itaim Paulista,sale,3684.2105263157896,"(-23.512489, -46.393822)",Privada,0.22046602098828078
6325,150000,52,2,2,1,1,0,0,0,0,Itaim Paulista,sale,2884.6153846153848,"(-23.479858, -46.381167)",Pública,0.1422281930593658
6326,169900,41,2,2,1,1,1,0,1,0,Itaquera,sale,4143.90243902439,"(-23.534905, -46.451723)",Privada,0.22711708174103015
6327,235000,48,2,2,1,1,0,0,0,0,Itaquera,sale,4895.833333333333,"(-23.550743, -46.460646)",Privada,0.28041063865460436
6328,185000,50,2,2,1,1,1,0,0,0,Itaquera,sale,3700.0,"(-23.550354, -46.453519)",Pública,0.2525427120482119
6329,175000,41,2,2,1,1,1,0,1,0,Itaquera,sale,4268.292682926829,"(-23.559744, -46.446929)",Pública,0.7440816079720785
6330,174900,41,2,2,1,1,1,0,1,0,Itaquera,sale,4265.8536585365855,"(-23.534892, -46.451745)",Privada,0.22994349846725667
6331,179900,42,2,2,1,1,1,0,1,0,Itaquera,sale,4283.333333333333,"(-23.53495, -46.451731)",Privada,0.22485044540435867
6332,174900,41,2,2,1,1,1,0,1,0,Itaquera,sale,4265.8536585365855,"(-23.534892, -46.451745)",Privada,0.22994349846725667
6333,174000,40,2,2,1,1,1,0,0,0,Itaquera,sale,4350.0,"(-23.548826, -46.456244)",Pública,0.1106586313351977
6334,290000,70,3,2,1,1,0,0,1,0,Itaquera,sale,4142.857142857143,"(-23.528637, -46.454132)",Privada,0.11999552466784325
6335,241000,51,2,2,1,1,1,0,1,0,Itaquera,sale,4725.490196078431,"(-23.547501, -46.456513)",Privada,0.20019285674804568
6336,149900,41,2,2,1,1,1,0,0,0,Itaquera,sale,3656.0975609756097,"(-23.550176, -46.453823)",Pública,0.21433566791606426
6337,169900,41,2,2,1,1,1,0,1,0,Itaquera,sale,4143.90243902439,"(-23.534892, -46.451745)",Privada,0.22994349846725667
6338,174000,40,2,2,1,1,1,0,0,0,Itaquera,sale,4350.0,"(-23.548826, -46.456244)",Pública,0.1106586313351977
6339,174900,41,2,2,1,1,1,0,0,0,Itaquera,sale,4265.8536585365855,"(-23.553493, -46.458531)",Privada,0.12850325830230985
6340,159900,38,2,2,1,1,0,0,0,0,Itaquera,sale,4207.894736842105,"(-23.543508, -46.453339)",Privada,0.1846964866673331
6341,220000,55,2,2,1,1,0,0,0,0,Itaquera,sale,4000.0,"(-23.531883, -46.461437)",Privada,0.3676402788718709
6342,233000,55,2,2,1,1,1,0,1,0,Itaquera,sale,4236.363636363636,"(-23.529568, -46.456204)",Privada,0.0987498757085864
6343,169000,39,2,2,1,1,1,0,0,0,Itaquera,sale,4333.333333333333,"(-23.544306, -46.445509)",Privada,0.1594578470673175
6344,179900,41,2,2,1,1,1,0,1,0,Itaquera,sale,4387.804878048781,"(-23.534892, -46.451745)",Privada,0.22994349846725667
6345,270000,50,2,2,1,1,1,0,1,0,Itaquera,sale,5400.0,"(-23.543764, -46.456868)",Privada,0.46503202183988934
6346,343240,65,3,2,1,1,1,0,1,0,Itaquera,sale,5280.615384615385,"(-23.529458, -46.455752)",Privada,0.12292112477056226
6347,174900,41,2,2,1,1,1,0,1,0,Itaquera,sale,4265.8536585365855,"(-23.534892, -46.451745)",Privada,0.22994349846725667
6348,360000,64,3,2,1,1,1,0,1,0,Itaquera,sale,5625.0,"(-23.538264, -46.447313)",Privada,0.22117488352892842
6349,190000,55,3,2,1,1,0,0,0,0,Itaquera,sale,3454.5454545454545,"(-23.544274, -46.442291)",Pública,0.15760101233800186
6350,232999,55,2,2,1,1,1,0,1,0,Itaquera,sale,4236.345454545454,"(-23.529153, -46.455747)",Privada,0.1064413060792508
6351,170000,56,2,2,1,1,0,0,0,0,Itaquera,sale,3035.714285714286,"(-23.539779, -46.433974)",Pública,0.17358357870168467
6352,199000,40,2,2,1,1,1,0,1,0,Jardim Helena,sale,4975.0,"(-23.536115, -46.427779)",Privada,0.2415111452080418
6353,168910,45,2,1,0,1,1,0,0,1,Jardim Helena,sale,3753.5555555555557,"(-23.48873, -46.373372)",Pública,0.6331915751351316
6354,203000,40,2,2,1,1,1,0,1,0,Jardim Helena,sale,5075.0,"(-23.536115, -46.427779)",Privada,0.2415111452080418
6355,240000,43,2,2,1,1,1,0,1,0,Jardim Helena,sale,5581.395348837209,"(-23.537306, -46.427671)",Privada,0.185365583603485
6356,265000,40,2,2,1,1,0,0,1,0,Jardim Helena,sale,6625.0,"(-23.534558, -46.429205)",Privada,0.34602283414884305
6357,195000,44,2,2,1,1,1,0,1,0,Jardim Helena,sale,4431.818181818182,"(-23.534558, -46.429205)",Privada,0.34602283414884305
6358,200000,45,2,2,1,1,1,0,0,1,Jardim Helena,sale,4444.444444444444,"(-23.475611, -46.427471)",Privada,0.018042427461897124
6359,146220,38,2,1,0,1,1,0,0,1,Jardim Helena,sale,3847.8947368421054,"(-23.44016, -46.404408)",Pública,4.377533721100009
6360,169000,40,2,2,1,1,1,0,1,0,Jardim Helena,sale,4225.0,"(-23.535849, -46.428163)",Privada,0.23833432618679193
6361,210000,40,2,2,1,1,1,0,1,0,Jardim Helena,sale,5250.0,"(-23.537306, -46.427671)",Privada,0.185365583603485
6362,85000,32,1,2,1,1,1,0,0,1,Jardim Helena,sale,2656.25,"(-23.558842, -46.573205)",Privada,0.013024915717669746
6363,195000,40,2,2,1,1,1,0,1,0,Jardim Helena,sale,4875.0,"(-23.536115, -46.427779)",Privada,0.2415111452080418
6364,98000,53,2,2,1,1,0,0,0,0,Jardim Helena,sale,1849.0566037735848,"(-23.479604, -46.379402)",Pública,0.25367248800867864
6365,175000,55,2,2,1,1,0,0,0,0,Jardim Helena,sale,3181.818181818182,"(-23.541105, -46.429125)",Privada,0.12170091774829209
6366,250000,52,2,2,1,1,0,0,0,0,Jardim Helena,sale,4807.692307692308,"(-23.534558, -46.429205)",Privada,0.34602283414884305
6367,175000,37,2,2,1,1,0,0,0,0,Jardim Helena,sale,4729.72972972973,"(-23.540542, -46.429502)",Privada,0.05497900848663564
6368,159000,36,2,2,1,1,0,1,0,0,Jardim Helena,sale,4416.666666666667,"(-23.541637, -46.430378)",Privada,0.07851059540260577
6369,203000,40,2,2,1,1,0,0,0,0,Jardim Helena,sale,5075.0,"(-23.536115, -46.427779)",Privada,0.2415111452080418
6370,147974,38,2,1,0,1,1,0,0,1,Jardim Helena,sale,3894.0526315789475,"(-23.44016, -46.404408)",Pública,4.377533721100009
6371,175000,37,2,2,1,1,0,0,0,0,Jardim Helena,sale,4729.72972972973,"(-23.540541, -46.429503)",Privada,0.054886291850939226
6372,120000,45,2,2,1,1,0,0,0,0,Jardim Helena,sale,2666.6666666666665,"(-23.484234, -46.418785)",Pública,0.21114000162133162
6373,199000,44,2,2,1,1,0,0,1,0,Jardim Helena,sale,4522.727272727273,"(-23.537566, -46.427028)",Privada,0.2528253903906214
6374,203000,40,2,2,1,1,1,0,0,0,Jardim Helena,sale,5075.0,"(-23.534558, -46.429205)",Privada,0.34602283414884305
6375,165000,36,2,2,1,1,0,0,0,0,Jardim Helena,sale,4583.333333333333,"(-23.484234, -46.418785)",Pública,0.21114000162133162
6376,250000,90,2,2,1,1,0,0,0,0,Jardim Helena,sale,2777.777777777778,"(-23.534558, -46.429205)",Privada,0.34602283414884305
6377,165000,36,2,2,1,1,0,0,0,0,Jardim Helena,sale,4583.333333333333,"(-23.484234, -46.418785)",Pública,0.21114000162133162
6378,240000,48,2,2,1,1,0,1,0,0,Jardim Helena,sale,5000.0,"(-23.531018, -46.439344)",Privada,0.15427654818451172
6379,212000,46,2,2,1,1,1,0,1,0,Jardim Helena,sale,4608.695652173913,"(-23.531018, -46.439344)",Privada,0.15427654818451172
6380,276596,49,2,2,1,1,0,0,1,0,Jardim Helena,sale,5644.816326530612,"(-23.534558, -46.429205)",Privada,0.34602283414884305
6381,152900,37,2,2,1,1,0,0,0,0,José Bonifácio,sale,4132.4324324324325,"(-23.563779, -46.426766)",Pública,0.3268867777791022
6382,274999,65,3,2,1,1,1,0,1,0,José Bonifácio,sale,4230.753846153846,"(-23.52932, -46.455579)",Privada,0.13118059514933295
6383,233999,55,2,2,1,1,1,0,1,0,José Bonifácio,sale,4254.527272727273,"(-23.52932, -46.455579)",Privada,0.13118059514933295
6384,169900,37,2,2,1,1,1,0,0,0,José Bonifácio,sale,4591.891891891892,"(-23.563996, -46.426201)",Pública,0.2623289280817724
6385,243999,57,2,2,1,1,1,0,1,0,José Bonifácio,sale,4280.684210526316,"(-23.52932, -46.455579)",Privada,0.13118059514933295
6386,180000,51,3,2,1,1,0,0,0,0,José Bonifácio,sale,3529.4117647058824,"(-23.55144, -46.442855)",Pública,0.18769093406185838
6387,169900,37,2,2,1,1,0,0,1,0,José Bonifácio,sale,4591.891891891892,"(-23.563996, -46.426201)",Pública,0.2623289280817724
6388,166797,39,2,2,1,1,0,0,0,0,José Bonifácio,sale,4276.846153846154,"(-23.527272, -46.458054)",Privada,0.23162706869628538
6389,175000,57,3,2,1,1,0,0,0,0,José Bonifácio,sale,3070.1754385964914,"(-23.563322, -46.369118)",Privada,2.4116981923381284
6390,171000,50,2,2,1,1,0,0,0,0,José Bonifácio,sale,3420.0,"(-23.55405, -46.428543)",Pública,0.18303408264768772
6391,235000,45,2,2,1,1,1,0,1,0,José Bonifácio,sale,5222.222222222223,"(-23.557751, -46.4426)",Pública,0.7975508173502783
6392,186000,55,3,2,1,1,0,0,0,0,José Bonifácio,sale,3381.818181818182,"(-23.547014, -46.442737)",Privada,0.2002128188324181
6393,180000,47,2,2,1,1,0,0,0,0,José Bonifácio,sale,3829.7872340425533,"(-23.545936, -46.434514)",Pública,0.2022180732226976
6394,296800,45,2,2,1,1,1,0,1,0,José Bonifácio,sale,6595.555555555556,"(-23.557751, -46.4426)",Pública,0.7975508173502783
6395,265000,45,2,2,1,1,1,0,1,0,José Bonifácio,sale,5888.888888888889,"(-23.563392, -46.445623)",Pública,0.8666538543924298
6396,165000,56,2,2,1,1,0,0,0,0,José Bonifácio,sale,2946.4285714285716,"(-23.551559, -46.442557)",Pública,0.1658622051846574
6397,265000,45,2,2,1,1,1,0,1,0,José Bonifácio,sale,5888.888888888889,"(-23.558061, -46.440062)",Pública,0.6195233643390768
6398,742000,152,3,4,1,2,0,0,0,0,José Bonifácio,sale,4881.578947368421,"(-23.500442, -46.454774)",Privada,0.29409094378418704
6399,419000,70,2,2,1,1,0,0,1,0,José Bonifácio,sale,5985.714285714285,"(-23.500442, -46.454774)",Privada,0.29409094378418704
6400,185000,38,2,2,1,1,0,0,0,0,José Bonifácio,sale,4868.421052631579,"(-23.49976, -46.456263)",Privada,0.4230111370457475
6401,260000,55,2,2,1,1,1,0,0,0,José Bonifácio,sale,4727.272727272727,"(-23.501726, -46.455737)",Privada,0.2124042776165825
6402,221000,48,2,2,1,1,1,0,0,1,José Bonifácio,sale,4604.166666666667,"(-23.498993, -46.453789)",Privada,0.4048381497170166
