,Price,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Price_per_sqm,Coordenadas,Tipo_Escola_Mais_Proxima,Distancia_Escola_Mais_Proxima
12904,268900,59,3,2,1,1,0,0,1,0,Parque do Carmo,sale,4557.627118644068,"(-23.6034164, -46.4696265)",Pública,0.2662034337949349
12905,199000,45,2,1,0,1,0,0,1,0,Parque do Carmo,sale,4422.222222222223,"(-23.558566, -46.5137027)",Pública,0.29716883257479654
12906,279000,73,2,1,0,1,1,0,0,1,Parque do Carmo,sale,3821.917808219178,"(-23.5524486, -46.4478715)",Privada,0.6378887194557565
12907,310000,63,3,1,0,1,0,0,0,0,Parque do Carmo,sale,4920.6349206349205,"(-23.5607957, -46.4831755)",Privada,0.22514821405216065
12908,235000,52,2,1,0,1,1,0,1,0,Parque do Carmo,sale,4519.2307692307695,"(-23.5629465, -46.4784577)",Pública,0.2665946512754489
12909,199000,47,2,1,0,1,0,0,1,0,Parque do Carmo,sale,4234.04255319149,"(-23.5943481, -46.46743)",Privada,0.6994294175195582
12910,198000,47,2,1,0,1,0,0,1,0,Parque do Carmo,sale,4212.765957446809,"(-23.5875451, -46.4844534)",Pública,0.23075479193471413
12911,170000,49,2,1,0,1,0,0,0,0,Parque do Carmo,sale,3469.387755102041,"(-23.5577577, -46.4464287)",Pública,0.8885744020447023
12912,215000,50,2,1,0,1,0,0,0,0,Parque do Carmo,sale,4300.0,"(-23.5661301, -46.4756761)",Privada,0.1998314128965991
12913,189900,50,2,1,0,1,1,0,0,0,Parque do Carmo,sale,3798.0,"(-23.5053909, -46.6227832)",Pública,0.18629605547828512
12914,215000,48,2,1,0,1,0,0,0,0,Parque do Carmo,sale,4479.166666666667,"(-23.5577577, -46.4464287)",Pública,0.8885744020447023
12915,267900,52,2,2,1,1,0,0,1,0,Parque do Carmo,sale,5151.923076923077,"(-23.5987185, -46.4662013)",Privada,0.6872597374412008
12916,311900,58,3,2,1,1,0,0,1,0,Parque do Carmo,sale,5377.586206896552,"(-23.5987185, -46.4662013)",Privada,0.6872597374412008
12917,249000,73,2,1,0,1,1,0,0,1,Parque do Carmo,sale,3410.958904109589,"(-23.5524486, -46.4478715)",Privada,0.6378887194557565
12918,152900,40,2,1,0,0,0,0,0,0,Parque do Carmo,sale,3822.5,"(-23.5755314, -46.4513396)",Privada,0.40653809657992573
12919,199900,51,2,2,1,1,0,0,1,0,Parque do Carmo,sale,3919.607843137255,"(-23.6034164, -46.4696265)",Pública,0.2662034337949349
12920,239900,58,3,2,1,1,0,0,1,0,Parque do Carmo,sale,4136.206896551724,"(-23.5987185, -46.4662013)",Privada,0.6872597374412008
12921,199876,54,2,1,0,1,0,0,0,0,Parque do Carmo,sale,3701.4074074074074,"(-23.5875451, -46.4844534)",Pública,0.23075479193471413
12922,187000,40,2,1,0,0,1,0,1,1,Parque do Carmo,sale,4675.0,"(-23.5524486, -46.4478715)",Privada,0.6378887194557565
12923,236802,47,2,2,1,1,1,0,1,0,Parque do Carmo,sale,5038.340425531915,"(0.0, 0.0)",Privada,26.75857604338459
12924,234900,47,2,2,1,1,0,0,0,0,Parque do Carmo,sale,4997.872340425532,"(0.0, 0.0)",Privada,26.75857604338459
12925,239000,58,3,2,1,1,0,0,1,0,Parque do Carmo,sale,4120.689655172414,"(-23.600548, -46.4665085)",Privada,0.6996313948145827
12926,147900,41,2,1,0,0,1,0,0,0,Parque do Carmo,sale,3607.317073170732,"(0.0, 0.0)",Privada,26.75857604338459
12927,199900,51,2,2,1,1,0,0,1,0,Parque do Carmo,sale,3919.607843137255,"(-23.6034164, -46.4696265)",Pública,0.2662034337949349
12928,230000,49,2,1,0,1,0,0,1,0,Parque do Carmo,sale,4693.877551020408,"(-23.5559855, -46.4474511)",Privada,0.7954454540181901
12929,220000,46,2,1,0,1,0,0,1,0,Parque do Carmo,sale,4782.608695652174,"(-23.5559855, -46.4474511)",Privada,0.7954454540181901
12930,236802,47,2,1,0,0,0,0,0,0,Parque do Carmo,sale,5038.340425531915,"(-23.6038656, -46.468649)",Pública,0.35475360350324336
12931,236802,47,2,1,0,0,0,0,0,0,Parque do Carmo,sale,5038.340425531915,"(-23.6038656, -46.468649)",Pública,0.35475360350324336
12932,212000,52,2,1,0,1,1,0,0,0,Parque do Carmo,sale,4076.923076923077,"(-23.5545398, -46.4808621)",Pública,0.21521038868139591
12933,195999,45,2,1,0,1,0,0,1,0,Parque do Carmo,sale,4355.533333333334,"(-23.5943458403, -46.4674342038)",Privada,0.6992187177840435
12934,443900,72,3,2,1,1,0,0,1,0,Penha,sale,6165.277777777777,"(-23.5114025, -46.5203632)",Pública,0.40580583837333956
12935,250000,45,2,1,0,1,1,0,0,0,Penha,sale,5555.555555555556,"(-23.5170408, -46.5342207)",Privada,0.1393257714676486
12936,377000,58,2,2,1,1,0,0,1,0,Penha,sale,6500.0,"(-23.5224405, -46.5245792)",Privada,0.2238310575637006
12937,329000,65,3,2,1,1,0,0,1,0,Penha,sale,5061.538461538462,"(-23.5194007, -46.55462)",Pública,0.20435265880788633
12938,210000,40,2,1,0,1,0,0,0,0,Penha,sale,5250.0,"(-23.5186977, -46.5030453)",Pública,0.33801808285136853
12939,230000,48,2,1,0,1,0,0,0,0,Penha,sale,4791.666666666667,"(-23.5186977, -46.5030453)",Pública,0.33801808285136853
12940,272000,54,2,2,1,1,0,0,1,0,Penha,sale,5037.037037037037,"(-23.5122196, -46.534244)",Privada,0.06861737710388216
12941,198000,37,1,1,0,0,0,0,0,0,Penha,sale,5351.351351351352,"(0.0, 0.0)",Privada,26.75857604338459
12942,299000,62,3,2,1,1,0,0,1,0,Penha,sale,4822.580645161291,"(-23.5206069946, -46.5552215576)",Pública,0.35067599547558476
12943,212000,50,2,1,0,1,0,0,0,0,Penha,sale,4240.0,"(-23.5354279, -46.5546253)",Privada,0.49898251066254884
12944,270000,69,2,2,1,1,0,0,1,0,Penha,sale,3913.0434782608695,"(-23.519905, -46.5549005)",Pública,0.2657944970955602
12945,270000,57,2,1,0,1,1,0,0,0,Penha,sale,4736.8421052631575,"(-23.5171175, -46.5341422)",Privada,0.1296183277453822
12946,255000,50,2,1,0,1,0,1,1,0,Penha,sale,5100.0,"(-26.9225117, -49.0607072)",Privada,425.8575247087477
12947,1020000,270,3,4,3,3,1,0,0,0,Penha,sale,3777.777777777778,"(-23.5242214203, -46.5462036133)",Privada,0.48306233270660054
12948,270000,62,3,2,1,2,0,0,1,0,Penha,sale,4354.8387096774195,"(0.0, 0.0)",Privada,26.75857604338459
12949,250000,47,2,1,0,0,0,0,0,0,Penha,sale,5319.148936170212,"(-23.5221533, -46.5176603)",Privada,0.3525628754940099
12950,289000,64,3,2,1,1,0,0,1,0,Penha,sale,4515.625,"(-23.5192761, -46.553581)",Pública,0.18630339099947368
12951,198000,39,1,1,0,0,0,0,0,0,Penha,sale,5076.923076923077,"(-23.5304945, -46.5275978)",Pública,0.04728077547870986
12952,285000,54,2,2,1,1,1,0,1,0,Penha,sale,5277.777777777777,"(-23.512399, -46.5329316)",Privada,0.21395519122314513
12953,350000,53,2,2,1,1,0,0,1,0,Penha,sale,6603.773584905661,"(-23.5318665, -46.5484087)",Privada,0.1988436822183282
12954,235000,47,2,1,0,1,0,0,0,0,Penha,sale,5000.0,"(-23.5099682, -46.5305542)",Pública,0.19628744958383612
12955,340000,59,2,1,0,2,0,0,1,0,Penha,sale,5762.71186440678,"(-23.5208598, -46.5352099)",Privada,0.3174734385197801
12956,145000,30,1,1,0,0,0,0,0,0,Penha,sale,4833.333333333333,"(-23.5072953, -46.5195002)",Privada,0.1545269938005312
12957,330000,50,2,1,0,1,0,0,1,0,Penha,sale,6600.0,"(-23.5235847, -46.5296148)",Privada,0.24728633243967973
12958,179900,35,2,1,0,1,1,0,0,1,Penha,sale,5140.0,"(-23.5239303, -46.5067769)",Privada,0.16716214263106843
12959,280000,52,2,1,0,1,0,0,1,0,Penha,sale,5384.615384615385,"(-23.5179239, -46.5491701)",Privada,0.19671862451896432
12960,380000,63,3,2,1,1,1,0,1,0,Penha,sale,6031.746031746032,"(-23.5280926, -46.5784879)",Pública,0.4498800099707616
12961,565000,67,3,2,1,1,1,1,1,0,Penha,sale,8432.835820895523,"(-23.5239645, -46.5414424)",Privada,0.2570264683622748
12962,371000,52,2,1,0,1,1,0,0,0,Penha,sale,7134.615384615385,"(0.0, 0.0)",Privada,26.75857604338459
12963,215000,49,2,1,0,1,0,0,0,0,Penha,sale,4387.755102040816,"(0.0, 0.0)",Privada,26.75857604338459
12964,165000,49,2,1,0,1,0,0,0,0,Penha,sale,3367.3469387755104,"(-23.4918942, -46.5004683)",Pública,0.21570143879421744
12965,279500,54,2,2,1,1,0,0,1,0,Penha,sale,5175.925925925926,"(-23.5122196, -46.534244)",Privada,0.06861737710388216
12966,199000,64,2,1,0,1,0,0,1,0,Penha,sale,3109.375,"(-23.5252366, -46.5475598)",Privada,0.5339976957870213
12967,250000,55,2,1,0,1,0,0,0,0,Ponte Rasa,sale,4545.454545454545,"(-23.51011, -46.5039291)",Privada,0.27947571869993515
12968,189000,30,2,1,0,1,1,0,0,1,Ponte Rasa,sale,6300.0,"(-26.9225117, -49.0607072)",Privada,425.8575247087477
12969,300000,47,2,1,0,1,1,1,1,0,Ponte Rasa,sale,6382.978723404255,"(0.0, 0.0)",Privada,26.75857604338459
12970,240000,54,2,1,0,1,0,0,0,0,Ponte Rasa,sale,4444.444444444444,"(-23.5154303, -46.4873764)",Pública,0.24854134097259795
12971,230000,57,2,1,0,1,0,0,0,0,Ponte Rasa,sale,4035.0877192982457,"(0.0, 0.0)",Privada,26.75857604338459
12972,220000,46,2,1,0,1,0,0,0,0,Ponte Rasa,sale,4782.608695652174,"(-23.506475, -46.4932717)",Privada,0.38295979981370865
12973,270000,45,2,1,0,1,1,0,1,0,Ponte Rasa,sale,6000.0,"(-23.5009184, -46.473797)",Pública,0.10365528549787281
12974,210000,40,2,1,0,1,0,0,0,0,Ponte Rasa,sale,5250.0,"(-23.5186977, -46.5030453)",Pública,0.33801808285136853
12975,270000,63,2,2,1,1,0,0,0,0,Ponte Rasa,sale,4285.714285714285,"(-23.5186977, -46.5030453)",Pública,0.33801808285136853
12976,250000,48,2,1,0,1,0,0,0,0,Ponte Rasa,sale,5208.333333333333,"(-23.5186977, -46.5030453)",Pública,0.33801808285136853
12977,169000,40,2,1,0,0,1,0,0,1,Ponte Rasa,sale,4225.0,"(-23.5196784, -46.4913074)",Pública,0.1793738411393997
12978,160000,39,2,1,0,1,1,0,0,1,Ponte Rasa,sale,4102.5641025641025,"(-23.5053909, -46.6227832)",Pública,0.18629605547828512
12979,250000,52,2,1,0,1,0,0,1,0,Ponte Rasa,sale,4807.692307692308,"(0.0, 0.0)",Privada,26.75857604338459
12980,210000,54,2,1,0,1,0,0,0,0,Ponte Rasa,sale,3888.8888888888887,"(-23.5100279, -46.5010722)",Pública,0.2803583635965096
12981,210000,50,2,1,0,1,0,0,0,0,Ponte Rasa,sale,4200.0,"(-23.5100477, -46.5002304)",Pública,0.2181972597451848
12982,500000,74,3,2,1,2,0,1,1,0,Ponte Rasa,sale,6756.756756756757,"(0.0, 0.0)",Privada,26.75857604338459
12983,289000,50,2,1,0,1,0,0,0,0,Ponte Rasa,sale,5780.0,"(-23.5054876, -46.4828397)",Pública,0.13199545501436014
12984,266000,65,2,1,0,1,0,0,1,0,Ponte Rasa,sale,4092.3076923076924,"(0.0, 0.0)",Privada,26.75857604338459
12985,286000,56,2,2,0,1,0,0,1,0,Ponte Rasa,sale,5107.142857142857,"(-23.5110751, -46.505233)",Privada,0.1942815695725964
12986,169000,30,2,1,0,0,1,0,0,1,Ponte Rasa,sale,5633.333333333333,"(0.0, 0.0)",Privada,26.75857604338459
12987,420000,146,4,2,1,1,1,0,1,0,Sapopemba,sale,2876.7123287671234,"(-23.5852535, -46.5337662)",Privada,0.3850853983004537
12988,380000,65,2,1,0,1,0,0,0,0,Sapopemba,sale,5846.153846153846,"(-23.6131497, -46.4800234)",Pública,0.23585017314083453
12989,290000,56,2,1,0,1,1,0,0,0,Sapopemba,sale,5178.571428571428,"(-23.5857501, -46.533612)",Privada,0.3542866061463638
12990,350000,63,3,1,0,1,1,0,0,0,Sapopemba,sale,5555.555555555556,"(-23.6040727, -46.5189678)",Pública,0.2888030807787144
12991,530000,94,3,3,2,1,0,0,1,0,Sapopemba,sale,5638.297872340426,"(-23.5949081, -46.5250272)",Pública,0.4521368829288809
12992,320000,67,3,2,1,1,1,0,1,0,Sapopemba,sale,4776.119402985075,"(-23.5847366, -46.5339162)",Pública,0.3583070969835113
12993,470000,58,3,2,1,2,0,0,1,0,Sapopemba,sale,8103.448275862069,"(-23.6030753, -46.5157296)",Pública,0.14326609157221784
12994,262000,58,2,1,0,1,0,0,0,0,Sapopemba,sale,4517.241379310345,"(-23.5852535, -46.5337662)",Privada,0.3850853983004537
12995,392000,68,3,2,1,1,0,0,0,0,Sapopemba,sale,5764.705882352941,"(-23.5852535, -46.5337662)",Privada,0.3850853983004537
12996,249999,50,2,1,0,1,0,0,0,0,Sapopemba,sale,4999.98,"(-23.6046829, -46.4707536)",Pública,0.11717433264882275
12997,335000,60,2,2,1,1,0,0,1,0,Sapopemba,sale,5583.333333333333,"(-23.6047023, -46.5248139)",Privada,0.44299923026943544
12998,550000,120,4,1,0,1,0,0,0,0,Sapopemba,sale,4583.333333333333,"(-23.5852535, -46.5337662)",Privada,0.3850853983004537
12999,220000,50,2,1,0,1,0,0,0,0,Sapopemba,sale,4400.0,"(-23.5931014, -46.5242879)",Pública,0.3301022729906369
13000,180000,48,2,1,0,1,0,0,0,0,Sapopemba,sale,3750.0,"(-23.6060033, -46.4996679)",Pública,0.1760076890534753
13001,190000,50,2,1,0,1,0,1,0,0,Sapopemba,sale,3800.0,"(-23.6216299, -46.5079518)",Privada,0.3659354185048754
13002,450000,146,4,1,0,1,0,0,1,0,Sapopemba,sale,3082.1917808219177,"(-23.5852535, -46.5337662)",Privada,0.3850853983004537
13003,170000,42,2,1,0,1,0,0,0,0,Sapopemba,sale,4047.6190476190477,"(-23.604764, -46.5014313)",Pública,0.052370835625529105
13004,310000,56,2,1,0,1,0,0,1,0,Sapopemba,sale,5535.714285714285,"(-23.5855801, -46.5335287)",Privada,0.3493920543758976
13005,310000,56,2,2,1,1,0,0,1,0,Sapopemba,sale,5535.714285714285,"(-23.5857501, -46.533612)",Privada,0.3542866061463638
13006,335000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,5982.142857142857,"(-23.5855877, -46.5335455)",Privada,0.3509965381070753
13007,335000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,5982.142857142857,"(-23.5855877, -46.5335455)",Privada,0.3509965381070753
13008,335000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,5982.142857142857,"(-23.5855877, -46.5335455)",Privada,0.3509965381070753
13009,375000,56,2,2,1,1,0,0,0,0,Sapopemba,sale,6696.428571428572,"(-23.5855595, -46.5335228)",Privada,0.3493322575857896
13010,295000,56,2,1,0,1,0,0,1,0,Sapopemba,sale,5267.857142857143,"(-23.5857501, -46.533612)",Privada,0.3542866061463638
13011,355000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,6339.285714285715,"(-23.5855595, -46.5335228)",Privada,0.3493322575857896
13012,335000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,5982.142857142857,"(-23.5855877, -46.5335455)",Privada,0.3509965381070753
13013,360000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,6428.571428571428,"(-23.5855595, -46.5335228)",Privada,0.3493322575857896
13014,355000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,6339.285714285715,"(-23.5855595, -46.5335228)",Privada,0.3493322575857896
13015,335000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,5982.142857142857,"(-23.5857501, -46.533612)",Privada,0.3542866061463638
13016,280000,52,2,1,0,1,0,0,0,0,Sapopemba,sale,5384.615384615385,"(-23.5855595, -46.5335228)",Privada,0.3493322575857896
13017,355000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,6339.285714285715,"(-23.5855595, -46.5335228)",Privada,0.3493322575857896
13018,355000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,6339.285714285715,"(-23.5855595, -46.5335228)",Privada,0.3493322575857896
13019,285000,65,2,1,0,1,0,0,0,0,Sapopemba,sale,4384.615384615385,"(-23.5965316, -46.5260788)",Privada,0.2626511218647421
13020,355000,56,2,1,0,1,0,0,0,0,Sapopemba,sale,6339.285714285715,"(-23.5855595, -46.5335228)",Privada,0.3493322575857896
13021,202000,52,2,1,0,1,0,0,1,0,São Lucas,sale,3884.6153846153848,"(-23.6081836, -46.5235319)",Privada,0.05824919070160859
13022,314000,51,2,1,0,1,0,0,1,0,São Lucas,sale,6156.862745098039,"(-23.6042858, -46.5186669)",Pública,0.2649714220254312
13023,469000,75,3,2,1,2,0,1,0,0,São Lucas,sale,6253.333333333333,"(-23.5935957, -46.5440502)",Privada,0.3682815852664403
13024,325000,65,2,2,1,2,0,0,0,0,São Lucas,sale,5000.0,"(-23.5935957, -46.5440502)",Privada,0.3682815852664403
13025,296500,61,3,2,1,1,0,0,1,0,São Lucas,sale,4860.6557377049185,"(-23.604294, -46.518325)",Pública,0.2689889498901881
13026,309000,60,3,2,1,1,0,0,0,0,São Lucas,sale,5150.0,"(-23.6069484, -46.5261255)",Privada,0.375602703773209
13027,296000,61,3,2,1,1,0,0,1,0,São Lucas,sale,4852.459016393443,"(-23.604294, -46.518325)",Pública,0.2689889498901881
13028,381000,64,2,2,1,1,0,0,0,0,São Lucas,sale,5953.125,"(-23.5928482, -46.5439367)",Privada,0.40030110644196687
13029,270000,48,2,1,0,1,0,0,0,0,São Lucas,sale,5625.0,"(-23.5899056, -46.5421226)",Pública,0.5941983869086566
13030,290000,64,2,2,1,1,0,0,1,0,São Lucas,sale,4531.25,"(-23.603743, -46.5176662)",Pública,0.26203941181837137
13031,280000,45,2,1,0,1,0,0,1,0,São Lucas,sale,6222.222222222223,"(-23.6069484, -46.5261255)",Privada,0.375602703773209
13032,315000,60,3,1,0,1,0,0,1,0,São Lucas,sale,5250.0,"(0.0, 0.0)",Privada,26.75857604338459
13033,329000,61,3,2,1,1,0,0,1,0,São Lucas,sale,5393.44262295082,"(-23.603929, -46.518294)",Pública,0.3064697624948728
13034,390000,65,2,2,1,1,0,0,1,0,São Lucas,sale,6000.0,"(-23.5928482, -46.5439367)",Privada,0.40030110644196687
13035,240000,60,2,2,1,1,0,0,1,0,São Lucas,sale,4000.0,"(-23.6062966, -46.5260531)",Privada,0.4023242079489268
13036,436000,76,3,2,1,2,0,0,0,0,São Lucas,sale,5736.8421052631575,"(-23.5916218, -46.5497987)",Privada,0.1668024886546182
13037,298000,61,3,2,1,1,0,0,1,0,São Lucas,sale,4885.245901639344,"(-23.604294, -46.518325)",Pública,0.2689889498901881
13038,505000,76,3,2,1,2,0,0,0,0,São Lucas,sale,6644.736842105263,"(-23.5935957, -46.5440502)",Privada,0.3682815852664403
13039,299500,61,3,2,1,1,0,0,1,0,São Lucas,sale,4909.836065573771,"(-23.604294, -46.518325)",Pública,0.2689889498901881
13040,320000,64,2,2,1,2,1,0,1,0,São Lucas,sale,5000.0,"(-23.5928482, -46.5439367)",Privada,0.40030110644196687
13041,325000,64,2,2,1,2,1,0,1,0,São Lucas,sale,5078.125,"(-23.5928482, -46.5439367)",Privada,0.40030110644196687
13042,330000,64,2,2,1,1,1,0,1,0,São Lucas,sale,5156.25,"(-23.5928482, -46.5439367)",Privada,0.40030110644196687
13043,297000,61,3,2,1,1,0,0,1,0,São Lucas,sale,4868.852459016393,"(-23.604294, -46.518325)",Pública,0.2689889498901881
13044,260000,45,2,1,0,1,0,1,1,0,São Lucas,sale,5777.777777777777,"(0.0, 0.0)",Privada,26.75857604338459
13045,480000,76,3,2,1,2,1,0,0,0,São Lucas,sale,6315.789473684211,"(-23.5935957, -46.5440502)",Privada,0.3682815852664403
13046,555000,75,3,2,1,2,0,1,0,0,São Lucas,sale,7400.0,"(-23.5935075, -46.5445072)",Privada,0.3196405054568087
13047,325000,64,2,2,1,2,0,0,1,0,São Lucas,sale,5078.125,"(-23.5926191, -46.544098)",Privada,0.39299649485645666
13048,239900,58,3,2,1,1,0,0,1,0,São Lucas,sale,4136.206896551724,"(-23.6059065, -46.4695211)",Pública,0.2329687731079854
13049,321600,60,3,2,1,1,0,0,1,0,São Lucas,sale,5360.0,"(-23.608699, -46.5235761)",Privada,0.08010289015901327
13050,300000,45,2,2,1,1,0,0,1,0,São Lucas,sale,6666.666666666667,"(-23.6047023, -46.5248139)",Privada,0.44299923026943544
13051,298500,61,3,2,1,1,0,0,1,0,São Lucas,sale,4893.44262295082,"(-23.604294, -46.518325)",Pública,0.2689889498901881
13052,280000,66,3,1,0,1,0,0,1,0,São Lucas,sale,4242.424242424242,"(-23.6061994, -46.5220318)",Privada,0.25315979210461215
13053,300000,63,2,1,0,1,0,0,0,0,São Lucas,sale,4761.9047619047615,"(-23.6040727, -46.5189678)",Pública,0.2888030807787144
13054,280000,51,2,2,1,1,0,0,1,0,São Lucas,sale,5490.196078431372,"(-23.604294, -46.518325)",Pública,0.2689889498901881
13055,245000,48,2,1,0,1,0,0,0,0,São Lucas,sale,5104.166666666667,"(-23.6069198, -46.5234159)",Privada,0.15482774630824517
13056,300000,64,3,1,0,1,0,0,0,0,São Lucas,sale,4687.5,"(-23.602918, -46.5178217)",Pública,0.18233518333722598
13057,275000,58,2,1,0,1,1,0,0,0,São Lucas,sale,4741.379310344828,"(-23.5874454, -46.5332425)",Privada,0.3296596469976084
13058,327000,61,3,2,1,1,0,0,1,0,São Lucas,sale,5360.6557377049185,"(-23.6039348977, -46.5183328641)",Pública,0.3081160748652502
13059,426000,78,3,2,1,1,0,0,0,0,São Lucas,sale,5461.538461538462,"(-23.5916218, -46.5497987)",Privada,0.1668024886546182
13060,270000,59,2,1,0,1,0,0,0,0,São Lucas,sale,4576.271186440678,"(-23.5843834, -46.5364956)",Pública,0.32382927001650136
13061,275000,60,2,2,1,1,0,0,1,0,São Lucas,sale,4583.333333333333,"(-23.6062966, -46.5260531)",Privada,0.4023242079489268
13062,279000,50,2,1,0,1,1,0,0,0,São Lucas,sale,5580.0,"(-23.5955107, -46.5510697)",Privada,0.3223592669903479
13063,330000,65,2,2,1,1,0,0,0,0,São Lucas,sale,5076.923076923077,"(-23.5935957, -46.5440502)",Privada,0.3682815852664403
13064,498000,75,2,2,1,2,0,0,1,0,São Lucas,sale,6640.0,"(-23.5928482, -46.5439367)",Privada,0.40030110644196687
13065,320000,57,3,1,0,1,1,1,0,0,São Lucas,sale,5614.035087719299,"(-23.6062966, -46.5260531)",Privada,0.4023242079489268
13066,297500,61,3,2,1,1,0,0,1,0,São Lucas,sale,4877.049180327869,"(-23.604294, -46.518325)",Pública,0.2689889498901881
13067,300000,60,2,1,0,1,1,0,0,0,São Lucas,sale,5000.0,"(-23.6046933, -46.5182927)",Pública,0.22648235465346755
13068,430000,75,3,2,1,2,1,0,0,0,São Lucas,sale,5733.333333333333,"(0.0, 0.0)",Privada,26.75857604338459
13069,385000,64,2,2,1,2,0,1,0,0,São Lucas,sale,6015.625,"(-23.5928482, -46.5439367)",Privada,0.40030110644196687
13070,380000,65,2,2,1,2,0,0,0,0,São Lucas,sale,5846.153846153846,"(-23.5935075, -46.5445072)",Privada,0.3196405054568087
13071,335000,65,2,2,1,1,0,0,1,0,São Lucas,sale,5153.846153846154,"(-23.5928482, -46.5439367)",Privada,0.40030110644196687
13072,480000,75,3,2,1,2,0,0,1,0,São Lucas,sale,6400.0,"(0.0, 0.0)",Privada,26.75857604338459
13073,189000,40,2,1,0,1,0,0,1,0,São Mateus,sale,4725.0,"(-23.6114431, -46.4599741)",Privada,0.31927751320466696
13074,286000,48,2,1,0,1,0,0,0,0,São Mateus,sale,5958.333333333333,"(-23.6128251, -46.4793019)",Pública,0.19064688095183646
13075,189000,40,2,1,0,1,0,0,1,0,São Mateus,sale,4725.0,"(-23.6115057, -46.4612378)",Privada,0.18313775315956612
13076,215000,50,2,1,0,1,0,0,1,0,São Mateus,sale,4300.0,"(0.0, 0.0)",Privada,26.75857604338459
13077,225000,44,2,1,0,1,0,0,1,0,São Mateus,sale,5113.636363636364,"(-23.6113161, -46.459854)",Privada,0.3358339318485883
13078,240000,44,1,1,0,1,0,1,1,0,São Mateus,sale,5454.545454545455,"(-23.6113161, -46.459854)",Privada,0.3358339318485883
13079,250000,44,1,1,0,1,0,0,1,0,São Mateus,sale,5681.818181818182,"(0.0, 0.0)",Privada,26.75857604338459
13080,235000,49,2,1,0,1,0,0,1,0,São Mateus,sale,4795.918367346939,"(0.0, 0.0)",Privada,26.75857604338459
13081,398000,98,3,1,0,1,0,0,0,0,São Mateus,sale,4061.2244897959185,"(0.0, 0.0)",Privada,26.75857604338459
13082,340000,76,3,1,0,1,0,0,1,0,São Mateus,sale,4473.684210526316,"(0.0, 0.0)",Privada,26.75857604338459
13083,200000,43,2,1,0,1,0,0,1,0,São Mateus,sale,4651.162790697675,"(-23.6113161, -46.459854)",Privada,0.3358339318485883
13084,190000,37,2,1,0,1,0,0,1,0,São Mateus,sale,5135.135135135135,"(-23.6112196, -46.4595723)",Privada,0.35919756464398966
13085,313967,58,3,2,1,1,0,0,1,0,São Mateus,sale,5413.224137931034,"(0.0, 0.0)",Privada,26.75857604338459
13086,179000,37,1,1,0,1,0,0,1,0,São Mateus,sale,4837.8378378378375,"(-23.6112196, -46.4595723)",Privada,0.35919756464398966
13087,179000,37,1,1,0,1,0,0,1,0,São Mateus,sale,4837.8378378378375,"(-23.6112196, -46.4595723)",Privada,0.35919756464398966
13088,230000,47,2,1,0,1,0,0,0,0,São Mateus,sale,4893.617021276596,"(-23.6128251, -46.4793019)",Pública,0.19064688095183646
13089,212000,44,2,1,0,1,0,0,1,0,São Mateus,sale,4818.181818181818,"(0.0, 0.0)",Privada,26.75857604338459
13090,215000,44,1,1,0,1,0,0,0,0,São Mateus,sale,4886.363636363636,"(0.0, 0.0)",Privada,26.75857604338459
13091,300000,48,2,1,0,1,0,0,0,0,São Mateus,sale,6250.0,"(-23.6128423, -46.4793022)",Pública,0.1925542083119695
13092,185000,50,2,1,0,1,0,0,1,0,São Mateus,sale,3700.0,"(-23.6128294, -46.4655306)",Pública,0.15581586178285783
13093,240000,48,2,1,0,1,0,1,0,0,São Mateus,sale,5000.0,"(0.0, 0.0)",Privada,26.75857604338459
13094,215000,57,2,1,0,1,0,0,0,0,São Mateus,sale,3771.9298245614036,"(-23.5943033, -46.4793526)",Privada,0.4437096233185816
13095,199000,45,2,1,0,0,0,0,1,0,São Mateus,sale,4422.222222222223,"(-23.6065807, -46.4715407)",Privada,0.11483212320268266
13096,199000,42,2,1,0,0,0,0,1,0,São Mateus,sale,4738.0952380952385,"(-23.606781, -46.4718655)",Privada,0.10458348114692516
13097,179000,40,2,1,0,0,0,0,1,0,São Mateus,sale,4475.0,"(-23.6114366, -46.4752144)",Privada,0.25142353122935535
13098,230000,49,2,1,0,1,0,1,1,0,São Mateus,sale,4693.877551020408,"(0.0, 0.0)",Privada,26.75857604338459
13099,230000,55,2,1,0,1,0,0,1,0,São Mateus,sale,4181.818181818182,"(0.0, 0.0)",Privada,26.75857604338459
13100,230000,48,2,2,1,1,1,0,1,0,São Mateus,sale,4791.666666666667,"(0.0, 0.0)",Privada,26.75857604338459
13101,178000,57,2,1,0,1,0,0,0,0,São Mateus,sale,3122.8070175438597,"(0.0, 0.0)",Privada,26.75857604338459
